sensor_id,site,start_timestamp,end_timestamp,event_type,channel,severity,duration_minutes,evidence,message,alert_recommended
1,Tulkarem Municipality,2026-08-16T08:45:00+00:00,2026-08-16T08:45:00+00:00,abnormal_noise,no2,warning,0.0,"{""first"":{""recent_difference_mad"":0.0667170000000012,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.500000000000178,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":0.0667170000000012,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.500000000000178,""sign_changes"":5,""window_samples"":8},""evaluations"":1}",no2 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-16T08:45:00+00:00,2026-08-16T08:45:00+00:00,abnormal_noise,o3,warning,0.0,"{""first"":{""recent_difference_mad"":14.173656,""reference_difference_mad"":3.469284000000005,""variability_ratio"":4.08547008547008,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":14.173656,""reference_difference_mad"":3.469284000000005,""variability_ratio"":4.08547008547008,""sign_changes"":5,""window_samples"":8},""evaluations"":1}",o3 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-16T09:00:00+00:00,2026-08-16T09:00:00+00:00,jump,no2,warning,0.0,"{""first"":{""absolute_change"":0.16000000000000014,""threshold"":0.12860799999999725,""reference_differences"":285,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":0.16000000000000014,""threshold"":0.12860799999999725,""reference_differences"":285,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","no2 changed by 0.16, above its causal robust threshold 0.13.",True
1,Tulkarem Municipality,2026-08-16T09:00:00+00:00,2026-08-16T09:00:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":31.88,""threshold"":19.172335999999934,""reference_differences"":285,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":31.88,""threshold"":19.172335999999934,""reference_differences"":285,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 31.88, above its causal robust threshold 19.17.",True
4,ANNU Old Campus,2026-08-16T12:30:00+00:00,2026-08-16T12:45:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":12.690000000000001,""threshold"":6.859007999999986,""reference_differences"":298,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":9.399999999999999,""threshold"":6.8590079999999976,""reference_differences"":299,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 9.4, above its causal robust threshold 6.86.",True
1,Tulkarem Municipality,2026-08-16T14:45:00+00:00,2026-08-16T15:15:00+00:00,abnormal_noise,no2,warning,30.0,"{""first"":{""recent_difference_mad"":0.06671699999999989,""reference_difference_mad"":0.014825999999999683,""variability_ratio"":4.500000000000089,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":0.11119500000000025,""reference_difference_mad"":0.014826000000002316,""variability_ratio"":7.499999999998845,""sign_changes"":5,""window_samples"":8},""evaluations"":3}",no2 is rapidly oscillating above its historical variability.,True
1,Tulkarem Municipality,2026-08-16T14:45:00+00:00,2026-08-16T14:45:00+00:00,jump,no2,warning,0.0,"{""first"":{""absolute_change"":0.129999999999999,""threshold"":0.1286080000000201,""reference_differences"":308,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":0.129999999999999,""threshold"":0.1286080000000201,""reference_differences"":308,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","no2 changed by 0.13, above its causal robust threshold 0.13.",True
1,Tulkarem Municipality,2026-08-16T15:00:00+00:00,2026-08-16T15:00:00+00:00,jump,o3,warning,0.0,"{""first"":{""absolute_change"":20.29,""threshold"":20.271200000000086,""reference_differences"":309,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":20.29,""threshold"":20.271200000000086,""reference_differences"":309,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","o3 changed by 20.29, above its causal robust threshold 20.27.",True
1,Tulkarem Municipality,2026-08-16T15:30:00+00:00,2026-08-16T15:30:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.370000000000001,""threshold"":1.3560799999999729,""reference_differences"":311,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.370000000000001,""threshold"":1.3560799999999729,""reference_differences"":311,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.37, above its causal robust threshold 1.36.",True
1,Tulkarem Municipality,2026-08-16T15:45:00+00:00,2026-08-16T16:00:00+00:00,abnormal_noise,temperature,warning,15.0,"{""first"":{""recent_difference_mad"":0.9785160000000002,""reference_difference_mad"":0.23721600000000548,""variability_ratio"":4.124999999999906,""sign_changes"":6,""window_samples"":8},""last"":{""recent_difference_mad"":1.0748849999999994,""reference_difference_mad"":0.24462900000000398,""variability_ratio"":4.39393939393932,""sign_changes"":5,""window_samples"":8},""evaluations"":2}",temperature is rapidly oscillating above its historical variability.,True
4,ANNU Old Campus,2026-08-16T15:45:00+00:00,2026-08-16T16:00:00+00:00,jump,temperature,warning,15.0,"{""first"":{""absolute_change"":2.539999999999999,""threshold"":2.513551999999971,""reference_differences"":311,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.210000000000001,""threshold"":2.5135519999999936,""reference_differences"":312,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","temperature changed by 3.21, above its causal robust threshold 2.51.",True
1,Tulkarem Municipality,2026-08-16T16:00:00+00:00,2026-08-16T16:00:00+00:00,jump,no2,warning,0.0,"{""first"":{""absolute_change"":0.14000000000000057,""threshold"":0.1386080000000181,""reference_differences"":313,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":0.14000000000000057,""threshold"":0.1386080000000181,""reference_differences"":313,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","no2 changed by 0.14, above its causal robust threshold 0.14.",True
1,Tulkarem Municipality,2026-08-16T16:15:00+00:00,2026-08-16T16:15:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.7799999999999976,""threshold"":1.3560800000000186,""reference_differences"":314,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.7799999999999976,""threshold"":1.3560800000000186,""reference_differences"":314,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.78, above its causal robust threshold 1.36.",True
1,Tulkarem Municipality,2026-08-16T16:15:00+00:00,2026-08-16T16:45:00+00:00,suspicious_value,o3,critical,30.0,"{""first"":{""value"":-2.07,""lower_bound"":0.0,""upper_bound"":null},""last"":{""value"":-2.32,""lower_bound"":0.0,""upper_bound"":null},""evaluations"":3}",o3=-2.32 is outside broad physical plausibility bounds.,True
2,ANNU New Campus,2026-08-17T03:45:00+00:00,2026-08-17T04:00:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":8.220000000000002,""threshold"":5.354320000000003,""reference_differences"":621,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":8.010000000000002,""threshold"":5.354320000000014,""reference_differences"":622,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 8.01, above its causal robust threshold 5.35.",True
1,Tulkarem Municipality,2026-08-17T05:45:00+00:00,2026-08-17T05:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":6.18,""threshold"":4.691280000000016,""reference_differences"":367,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":6.18,""threshold"":4.691280000000016,""reference_differences"":367,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 6.18, above its causal robust threshold 4.69.",True
5,Hisham Hijjawi College of Technology,2026-08-17T10:15:00+00:00,2026-08-17T10:15:00+00:00,major_sampling_gap,,critical,0.0,"{""first"":{""gap_minutes"":11475.0,""missed_intervals"":764},""last"":{""gap_minutes"":11475.0,""missed_intervals"":764},""evaluations"":1}",Reporting resumed after a 11475-minute major gap.,True
1,Tulkarem Municipality,2026-08-17T15:45:00+00:00,2026-08-17T15:45:00+00:00,jump,no2,warning,0.0,"{""first"":{""absolute_change"":0.15000000000000036,""threshold"":0.1386080000000181,""reference_differences"":408,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":0.15000000000000036,""threshold"":0.1386080000000181,""reference_differences"":408,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","no2 changed by 0.15, above its causal robust threshold 0.14.",True
1,Tulkarem Municipality,2026-08-17T15:45:00+00:00,2026-08-17T15:45:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":2.2600000000000016,""threshold"":1.4746879999999492,""reference_differences"":408,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":2.2600000000000016,""threshold"":1.4746879999999492,""reference_differences"":408,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 2.26, above its causal robust threshold 1.47.",True
4,ANNU Old Campus,2026-08-17T16:30:00+00:00,2026-08-17T16:30:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":2.6499999999999986,""threshold"":2.577856000000027,""reference_differences"":410,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":2.6499999999999986,""threshold"":2.577856000000027,""reference_differences"":410,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 2.65, above its causal robust threshold 2.58.",True
5,Hisham Hijjawi College of Technology,2026-08-17T21:15:00+00:00,2026-08-17T21:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":3.8900000000000006,""threshold"":3.097983999999983,""reference_differences"":43,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.8900000000000006,""threshold"":3.097983999999983,""reference_differences"":43,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 3.89, above its causal robust threshold 3.10.",True
2,ANNU New Campus,2026-08-17T22:00:00+00:00,2026-08-17T22:00:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.43,""threshold"":5.141407999999975,""reference_differences"":694,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.43,""threshold"":5.141407999999975,""reference_differences"":694,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.43, above its causal robust threshold 5.14.",True
1,Tulkarem Municipality,2026-08-18T04:00:00+00:00,2026-08-18T04:00:00+00:00,flatline,no2,warning,0.0,"{""first"":{""start_timestamp"":""2026-08-18T02:15:00+00:00"",""duration_minutes"":105.0,""samples"":8,""observed_variation"":0.0,""tolerance"":0.0025},""last"":{""start_timestamp"":""2026-08-18T02:15:00+00:00"",""duration_minutes"":105.0,""samples"":8,""observed_variation"":0.0,""tolerance"":0.0025},""evaluations"":1}",no2 has remained effectively unchanged for 105 minutes.,True
1,Tulkarem Municipality,2026-08-18T04:45:00+00:00,2026-08-18T04:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":4.920000000000002,""threshold"":4.779887999999949,""reference_differences"":459,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":4.920000000000002,""threshold"":4.779887999999949,""reference_differences"":459,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 4.92, above its causal robust threshold 4.78.",True
5,Hisham Hijjawi College of Technology,2026-08-18T11:15:00+00:00,2026-08-18T11:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":3.3100000000000005,""threshold"":3.0593759999999857,""reference_differences"":99,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.3100000000000005,""threshold"":3.0593759999999857,""reference_differences"":99,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 3.31, above its causal robust threshold 3.06.",True
1,Tulkarem Municipality,2026-08-18T15:00:00+00:00,2026-08-18T15:00:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.7000000000000028,""threshold"":1.346080000000017,""reference_differences"":501,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.7000000000000028,""threshold"":1.346080000000017,""reference_differences"":501,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.7, above its causal robust threshold 1.35.",True
1,Tulkarem Municipality,2026-08-18T16:00:00+00:00,2026-08-18T16:15:00+00:00,jump,temperature,warning,15.0,"{""first"":{""absolute_change"":1.4800000000000004,""threshold"":1.346080000000017,""reference_differences"":505,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":2.210000000000001,""threshold"":1.346080000000017,""reference_differences"":506,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","temperature changed by 2.21, above its causal robust threshold 1.35.",True
1,Tulkarem Municipality,2026-08-18T16:15:00+00:00,2026-08-18T16:15:00+00:00,jump,humidity,warning,0.0,"{""first"":{""absolute_change"":4.740000000000002,""threshold"":4.4926720000000415,""reference_differences"":505,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":4.740000000000002,""threshold"":4.4926720000000415,""reference_differences"":505,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","humidity changed by 4.74, above its causal robust threshold 4.49.",True
5,Hisham Hijjawi College of Technology,2026-08-18T22:30:00+00:00,2026-08-18T22:45:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":3.8200000000000003,""threshold"":3.4945039999999983,""reference_differences"":144,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":4.07,""threshold"":3.553807999999998,""reference_differences"":145,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 4.07, above its causal robust threshold 3.55.",True
1,Tulkarem Municipality,2026-08-18T23:00:00+00:00,2026-08-18T23:00:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":4.949999999999999,""threshold"":4.339760000000024,""reference_differences"":532,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":4.949999999999999,""threshold"":4.339760000000024,""reference_differences"":532,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 4.95, above its causal robust threshold 4.34.",True
5,Hisham Hijjawi College of Technology,2026-08-19T02:15:00+00:00,2026-08-19T02:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.649999999999999,""threshold"":3.831024000000015,""reference_differences"":159,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.649999999999999,""threshold"":3.831024000000015,""reference_differences"":159,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.65, above its causal robust threshold 3.83.",True
5,Hisham Hijjawi College of Technology,2026-08-19T02:45:00+00:00,2026-08-19T03:00:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":5.399999999999999,""threshold"":4.078239999999964,""reference_differences"":161,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.059999999999999,""threshold"":4.023936000000009,""reference_differences"":162,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 7.06, above its causal robust threshold 4.02.",True
5,Hisham Hijjawi College of Technology,2026-08-19T04:15:00+00:00,2026-08-19T04:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.360000000000001,""threshold"":3.979631999999989,""reference_differences"":167,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.360000000000001,""threshold"":3.979631999999989,""reference_differences"":167,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.36, above its causal robust threshold 3.98.",True
5,Hisham Hijjawi College of Technology,2026-08-19T12:00:00+00:00,2026-08-19T12:00:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.009999999999998,""threshold"":4.241848000000005,""reference_differences"":198,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.009999999999998,""threshold"":4.241848000000005,""reference_differences"":198,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.01, above its causal robust threshold 4.24.",True
1,Tulkarem Municipality,2026-08-19T15:00:00+00:00,2026-08-19T15:00:00+00:00,jump,temperature,warning,0.0,"{""first"":{""absolute_change"":1.4299999999999997,""threshold"":1.336080000000019,""reference_differences"":597,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.4299999999999997,""threshold"":1.336080000000019,""reference_differences"":597,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","temperature changed by 1.43, above its causal robust threshold 1.34.",True
1,Tulkarem Municipality,2026-08-19T16:15:00+00:00,2026-08-19T16:15:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
2,ANNU New Campus,2026-08-19T16:15:00+00:00,2026-08-19T16:15:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
4,ANNU Old Campus,2026-08-19T16:15:00+00:00,2026-08-19T16:15:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
5,Hisham Hijjawi College of Technology,2026-08-19T16:15:00+00:00,2026-08-19T16:15:00+00:00,sampling_gap,,warning,0.0,"{""first"":{""gap_minutes"":30.0,""missed_intervals"":1},""last"":{""gap_minutes"":30.0,""missed_intervals"":1},""evaluations"":1}",Sensor missed 1 expected reporting interval(s).,True
1,Tulkarem Municipality,2026-08-20T00:30:00+00:00,2026-08-20T00:45:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":34.72,""threshold"":5.467928000000007,""reference_differences"":32,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":34.06,""threshold"":5.710144000000018,""reference_differences"":33,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 34.06, above its causal robust threshold 5.71.",True
5,Hisham Hijjawi College of Technology,2026-08-20T00:45:00+00:00,2026-08-20T01:15:00+00:00,jump,pm25,warning,30.0,"{""first"":{""absolute_change"":3.24,""threshold"":3.187984000000006,""reference_differences"":33,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.550000000000004,""threshold"":3.8900000000000023,""reference_differences"":35,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":3}","pm25 changed by 7.55, above its causal robust threshold 3.89.",True
5,Hisham Hijjawi College of Technology,2026-08-20T01:45:00+00:00,2026-08-20T01:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":16.42,""threshold"":4.910000000000002,""reference_differences"":37,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":16.42,""threshold"":4.910000000000002,""reference_differences"":37,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 16.42, above its causal robust threshold 4.91.",True
5,Hisham Hijjawi College of Technology,2026-08-20T03:15:00+00:00,2026-08-20T04:00:00+00:00,jump,pm25,warning,45.0,"{""first"":{""absolute_change"":23.93,""threshold"":6.449999999999998,""reference_differences"":43,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":17.309999999999995,""threshold"":8.490000000000004,""reference_differences"":46,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":4}","pm25 changed by 17.31, above its causal robust threshold 8.49.",True
4,ANNU Old Campus,2026-08-20T04:45:00+00:00,2026-08-20T04:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":5.029999999999999,""threshold"":2.5635519999999943,""reference_differences"":49,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":5.029999999999999,""threshold"":2.5635519999999943,""reference_differences"":49,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 5.03, above its causal robust threshold 2.56.",True
1,Tulkarem Municipality,2026-08-20T15:30:00+00:00,2026-08-20T15:30:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":6.449999999999999,""threshold"":4.512672000000009,""reference_differences"":92,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":6.449999999999999,""threshold"":4.512672000000009,""reference_differences"":92,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 6.45, above its causal robust threshold 4.51.",True
1,Tulkarem Municipality,2026-08-20T16:00:00+00:00,2026-08-20T16:15:00+00:00,jump,humidity,warning,15.0,"{""first"":{""absolute_change"":3.6100000000000065,""threshold"":3.2565920000000235,""reference_differences"":94,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":4.419999999999995,""threshold"":3.2565920000001114,""reference_differences"":95,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","humidity changed by 4.42, above its causal robust threshold 3.26.",True
1,Tulkarem Municipality,2026-08-20T16:00:00+00:00,2026-08-20T16:15:00+00:00,jump,temperature,warning,15.0,"{""first"":{""absolute_change"":1.4599999999999973,""threshold"":1.1974720000000183,""reference_differences"":94,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":1.4200000000000017,""threshold"":1.1974720000000394,""reference_differences"":95,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","temperature changed by 1.42, above its causal robust threshold 1.20.",True
2,ANNU New Campus,2026-08-20T19:15:00+00:00,2026-08-20T19:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":4.870000000000001,""threshold"":4.681279999999995,""reference_differences"":107,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":4.870000000000001,""threshold"":4.681279999999995,""reference_differences"":107,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 4.87, above its causal robust threshold 4.68.",True
4,ANNU Old Campus,2026-08-20T19:15:00+00:00,2026-08-20T19:30:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":3.240000000000002,""threshold"":3.057984000000005,""reference_differences"":107,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":3.450000000000003,""threshold"":3.1222880000000037,""reference_differences"":108,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 3.45, above its causal robust threshold 3.12.",True
1,Tulkarem Municipality,2026-08-20T19:45:00+00:00,2026-08-20T19:45:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":8.370000000000001,""threshold"":5.551536,""reference_differences"":109,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":8.370000000000001,""threshold"":5.551536,""reference_differences"":109,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 8.37, above its causal robust threshold 5.55.",True
2,ANNU New Campus,2026-08-20T20:15:00+00:00,2026-08-20T20:15:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":7.880000000000003,""threshold"":4.681280000000016,""reference_differences"":111,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":7.880000000000003,""threshold"":4.681280000000016,""reference_differences"":111,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 7.88, above its causal robust threshold 4.68.",True
4,ANNU Old Campus,2026-08-20T20:15:00+00:00,2026-08-20T20:30:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":3.710000000000001,""threshold"":3.335200000000001,""reference_differences"":111,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":6.09,""threshold"":3.3945039999999995,""reference_differences"":112,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 6.09, above its causal robust threshold 3.39.",True
1,Tulkarem Municipality,2026-08-20T20:30:00+00:00,2026-08-20T20:30:00+00:00,jump,pm25,warning,0.0,"{""first"":{""absolute_change"":12.34,""threshold"":5.680143999999985,""reference_differences"":112,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":12.34,""threshold"":5.680143999999985,""reference_differences"":112,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":1}","pm25 changed by 12.34, above its causal robust threshold 5.68.",True
5,Hisham Hijjawi College of Technology,2026-08-20T20:30:00+00:00,2026-08-20T20:30:00+00:00,abnormal_noise,pm25,warning,0.0,"{""first"":{""recent_difference_mad"":5.9674650000000025,""reference_difference_mad"":1.0674719999999982,""variability_ratio"":5.590277777777789,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":5.9674650000000025,""reference_difference_mad"":1.0674719999999982,""variability_ratio"":5.590277777777789,""sign_changes"":5,""window_samples"":8},""evaluations"":1}",pm25 is rapidly oscillating above its historical variability.,True
4,ANNU Old Campus,2026-08-20T23:00:00+00:00,2026-08-20T23:15:00+00:00,jump,pm25,warning,15.0,"{""first"":{""absolute_change"":27.060000000000002,""threshold"":3.9982399999999867,""reference_differences"":122,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""last"":{""absolute_change"":16.520000000000003,""threshold"":4.126847999999984,""reference_differences"":123,""method"":""max(median+8*MAD, Q3+3*IQR, resolution)""},""evaluations"":2}","pm25 changed by 16.52, above its causal robust threshold 4.13.",True
4,ANNU Old Campus,2026-08-21T00:00:00+00:00,2026-08-21T00:15:00+00:00,abnormal_noise,pm25,warning,15.0,"{""first"":{""recent_difference_mad"":2.5204199999999988,""reference_difference_mad"":0.5930400000000031,""variability_ratio"":4.249999999999975,""sign_changes"":5,""window_samples"":8},""last"":{""recent_difference_mad"":2.5204199999999988,""reference_difference_mad"":0.6004530000000003,""variability_ratio"":4.197530864197526,""sign_changes"":5,""window_samples"":8},""evaluations"":2}",pm25 is rapidly oscillating above its historical variability.,True
4,ANNU Old Campus,2026-08-21T00:45:00+00:00,2026-08-21T00:45:00+00:00,abnormal_noise,pm25,warning,0.0,"{""first"":{""recent_difference_mad"":2.631614999999998,""reference_difference_mad"":0.615279,""variability_ratio"":4.277108433734936,""sign_changes"":6,""window_samples"":8},""last"":{""recent_difference_mad"":2.631614999999998,""reference_difference_mad"":0.615279,""variability_ratio"":4.277108433734936,""sign_changes"":6,""window_samples"":8},""evaluations"":1}",pm25 is rapidly oscillating above its historical variability.,True
